gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,39,49,3,2,0,99,39,192,39,39,39,39,0,39,21,21,63,42,21,31,59,119,179,139,199,199,99,159,199,99,99,39,19,59,199,199,139,119,99,199,159,79,199,159,119,159,79,199,138,119,139,1
1,44,64,2,2,1,79,119,23,23,49,49,15,29,29,27,35,33,31,29,39,119,159,179,159,199,159,139,139,159,139,159,119,119,79,159,179,179,139,119,159,179,79,119,139,199,199,159,119,101,99,159,1
0,54,59,0,2,0,119,179,137,99,0,39,39,0,19,19,93,31,23,5,23,139,179,159,179,99,159,99,159,179,139,59,159,39,139,199,139,139,159,39,139,159,139,159,179,139,139,179,159,146,79,139,0
0,89,49,1,2,0,99,99,102,33,33,33,33,31,31,29,29,29,39,39,29,159,179,119,179,159,159,199,179,199,179,139,39,39,59,159,159,159,39,39,119,179,119,199,159,199,199,199,159,90,159,159,1
1,39,44,2,2,1,139,139,82,30,38,38,38,26,26,39,31,35,31,31,27,139,199,159,199,199,119,79,159,159,99,119,139,139,139,199,179,139,39,119,99,199,159,159,179,99,139,99,19,87,99,119,1
0,34,19,4,0,0,119,159,121,79,15,19,23,19,39,29,5,99,39,3,19,119,139,139,179,159,79,139,159,99,139,79,79,39,99,139,139,99,139,59,99,139,139,199,159,159,139,119,39,80,99,79,0
1,49,39,2,2,1,19,19,194,39,39,19,39,19,39,79,39,39,39,0,0,159,199,199,199,199,179,199,199,179,179,179,199,19,199,199,199,199,99,19,19,199,99,199,199,199,199,199,99,160,99,179,0
0,34,49,2,2,1,159,79,58,99,0,49,19,0,29,69,19,69,19,19,0,159,179,159,179,159,179,179,179,179,179,179,59,159,139,159,99,99,159,79,99,139,159,139,139,139,99,159,139,85,79,179,0
0,19,59,0,2,0,119,39,203,99,0,39,39,0,19,31,39,37,31,35,21,119,179,159,159,159,139,159,159,159,159,119,119,119,179,159,99,99,139,79,99,119,179,179,179,99,99,179,99,89,139,159,1
0,39,34,4,2,0,19,19,132,99,0,59,19,0,19,39,19,39,59,19,19,139,119,199,139,139,159,179,179,139,119,99,79,59,19,159,119,139,39,39,199,159,159,199,199,179,179,159,59,142,119,119,1
1,39,24,2,2,1,99,19,142,55,15,33,43,33,15,99,19,19,59,0,0,159,139,179,159,139,119,99,99,179,139,119,159,159,179,39,119,159,119,39,99,39,139,19,199,59,99,99,119,110,59,79,0
0,44,49,0,2,0,119,59,192,99,19,59,19,0,0,19,49,49,19,19,39,159,159,119,179,179,139,139,159,119,79,79,159,159,159,159,159,159,179,99,59,159,139,159,159,179,179,159,99,82,59,139,1
1,34,24,0,2,0,99,19,70,39,39,39,39,9,29,29,59,39,39,19,9,199,199,119,199,199,199,159,199,99,199,19,199,199,119,119,199,199,199,119,119,119,199,199,199,159,199,19,119,95,139,59,0
0,49,19,2,0,0,39,39,87,69,79,9,9,13,15,49,39,39,49,0,19,159,159,139,139,79,39,39,139,0,79,0,99,79,99,79,139,159,159,19,119,99,19,79,199,119,139,39,119,100,79,19,0
0,29,69,0,2,0,19,19,192,39,39,39,39,19,19,19,79,19,39,19,19,119,179,179,159,179,139,159,159,139,139,139,139,19,139,159,179,159,179,79,179,179,119,139,179,139,179,99,79,175,99,139,0
0,39,69,2,3,0,79,79,105,39,39,39,29,19,29,39,39,19,39,19,39,139,159,179,159,139,159,179,159,119,139,139,179,139,179,139,139,179,179,59,59,159,79,139,179,159,179,79,119,136,79,119,0
0,49,59,0,2,0,39,39,120,59,5,59,59,5,7,19,39,59,19,19,39,99,119,79,159,179,119,79,119,119,139,99,119,59,119,139,139,139,59,59,79,119,79,79,159,99,139,139,139,165,119,99,1
0,39,49,2,3,0,19,59,75,45,35,41,35,19,19,29,29,49,39,9,39,159,139,159,179,99,59,139,119,79,119,79,139,19,139,99,139,159,119,19,99,179,139,79,159,39,119,39,19,104,59,59,0
0,24,54,0,2,0,39,79,17,59,49,35,35,7,9,31,31,37,33,27,35,99,79,139,159,119,99,119,119,79,99,119,159,79,119,179,159,139,159,79,119,179,39,139,99,119,139,119,79,133,99,119,1
1,49,24,2,2,1,39,59,89,36,45,45,54,9,9,39,39,39,39,0,39,139,199,159,179,179,139,139,159,159,139,119,159,99,119,179,139,139,79,159,159,139,139,159,159,199,199,159,39,147,99,119,1
1,49,24,2,2,1,19,19,207,79,19,29,39,19,9,33,33,33,33,31,31,119,119,119,119,119,119,119,139,139,119,99,179,179,159,159,159,139,99,79,119,139,99,139,159,139,119,79,79,115,99,99,0
0,24,24,2,0,0,159,179,194,49,29,39,39,19,19,39,39,39,29,9,39,159,199,159,179,139,159,139,159,159,119,79,99,59,139,139,159,199,39,39,19,159,119,199,159,179,199,119,139,146,139,139,0
1,4,4,0,3,0,79,19,47,99,29,19,19,19,9,49,19,39,39,19,29,79,119,79,119,119,119,119,119,119,119,119,99,19,99,99,99,99,59,119,79,159,139,119,159,139,119,99,59,147,99,119,0
0,44,59,0,2,0,39,59,177,33,24,41,37,24,37,27,39,39,27,35,27,139,179,159,199,159,159,159,139,159,159,179,79,19,79,159,179,159,99,99,139,199,99,179,199,179,179,139,19,161,99,179,1
1,19,14,4,2,0,19,19,121,29,29,49,49,29,9,79,29,19,39,9,19,139,199,159,159,159,199,199,199,199,199,199,139,179,139,179,139,119,99,119,119,119,159,139,159,159,159,99,79,107,119,199,0
0,29,39,2,2,1,79,159,121,39,69,39,19,19,9,69,19,39,39,19,9,159,159,179,159,179,179,119,139,139,119,99,59,59,139,199,139,139,139,39,119,119,159,159,159,119,139,199,119,65,99,139,0
1,49,44,2,2,1,119,119,96,30,38,38,38,26,26,34,34,39,39,21,30,139,159,139,179,119,119,159,119,139,119,99,159,139,119,119,159,139,119,139,159,179,119,99,199,119,139,99,39,122,139,99,1
0,49,54,2,2,1,199,199,66,59,29,29,39,19,19,29,39,69,29,9,19,159,179,119,199,179,159,139,159,179,179,139,79,99,39,159,159,139,119,99,179,179,179,159,139,159,199,179,139,116,59,159,1
0,74,54,2,1,0,119,39,121,31,35,35,35,27,31,16,41,41,29,33,37,139,199,139,159,139,99,99,139,159,139,79,79,99,119,159,179,179,119,79,159,179,99,139,139,139,139,119,79,100,119,99,0
1,44,39,0,2,0,19,19,153,37,37,37,37,9,37,39,27,35,31,31,31,179,199,159,199,199,99,159,179,119,159,119,199,119,199,99,199,199,179,139,19,199,199,199,199,199,199,199,199,106,119,139,0
1,54,24,2,2,1,19,19,136,39,39,39,39,9,29,59,39,39,39,19,0,139,159,159,159,159,159,59,119,139,119,59,139,59,99,159,139,139,59,39,139,159,119,79,179,139,179,139,19,166,159,79,0
0,29,24,2,2,1,19,19,208,49,39,29,39,9,29,19,39,39,29,39,29,139,179,139,159,159,99,139,109,79,79,59,79,39,179,159,99,119,79,59,39,159,99,99,139,119,159,79,39,169,99,79,0
1,44,24,2,0,0,59,39,142,39,39,39,39,39,0,59,39,29,29,15,23,159,179,179,159,179,79,139,139,139,99,59,179,159,99,159,79,79,39,39,139,99,119,99,119,59,119,139,59,86,99,99,0
1,49,39,2,3,0,159,179,142,39,39,49,39,9,19,39,39,39,19,19,39,139,199,139,199,199,159,99,139,99,59,19,99,39,199,159,119,79,179,19,59,199,179,159,179,59,79,59,19,119,99,79,0
1,44,49,0,2,0,139,19,23,19,19,39,39,39,39,39,39,39,39,19,19,99,159,99,159,99,79,79,139,119,159,59,179,179,139,179,199,179,179,19,99,179,99,159,179,159,99,59,99,146,179,79,0
1,44,54,4,0,0,39,39,20,99,9,49,39,0,0,79,39,39,19,19,0,119,159,179,159,139,119,119,119,99,139,119,179,159,179,179,139,139,179,159,119,39,39,139,119,119,119,79,79,88,139,99,0
1,39,34,2,2,1,139,59,157,49,39,49,49,9,0,47,31,55,27,15,19,139,119,139,199,159,139,119,99,119,159,119,119,39,159,179,159,179,39,59,119,179,19,79,139,119,139,39,39,143,79,119,0
0,59,39,2,2,1,39,19,95,39,31,35,31,31,27,34,34,39,24,39,24,179,139,139,179,179,79,199,199,119,159,79,159,59,199,199,199,199,19,19,139,199,79,139,159,59,99,139,19,165,79,139,0
1,59,54,2,2,1,19,19,187,39,19,99,9,19,9,79,23,35,23,11,23,179,159,139,199,139,179,99,119,139,139,79,179,119,159,159,99,59,179,99,179,199,99,79,199,159,179,99,19,147,99,119,1
0,44,64,3,2,0,59,119,131,35,35,35,35,26,31,28,36,36,32,36,28,139,179,139,159,179,119,119,139,119,119,119,159,99,159,159,159,159,159,119,179,159,159,159,159,119,139,159,59,138,99,119,0
1,29,24,4,0,0,19,19,70,39,19,19,59,29,29,59,59,59,9,3,5,139,179,159,179,99,159,179,159,159,179,139,139,179,59,179,179,159,119,139,139,139,59,119,139,159,139,79,19,127,179,159,1
1,59,44,2,2,1,39,119,142,29,29,39,39,29,29,39,19,43,39,29,25,139,199,179,159,159,119,139,139,99,119,99,179,139,99,179,119,99,159,39,99,179,119,139,139,39,79,79,59,144,79,119,0
0,24,59,2,4,0,159,139,192,39,49,49,29,9,19,29,29,39,29,39,29,179,179,179,179,179,79,199,199,119,199,179,159,139,199,139,139,139,159,119,119,199,159,179,199,159,199,179,59,153,99,139,0
1,24,49,0,0,1,139,19,133,19,39,59,19,19,39,49,29,39,39,19,19,159,179,159,159,179,39,79,119,79,179,79,79,139,119,199,179,159,19,159,159,179,159,159,179,179,159,179,119,143,159,119,0
1,49,39,0,1,0,19,39,144,39,39,39,19,39,19,39,59,19,39,0,39,79,179,199,159,159,139,179,159,159,99,139,199,119,19,139,59,119,199,99,59,199,119,99,139,119,159,39,19,118,139,159,1
0,44,29,0,4,0,59,39,63,59,59,59,9,3,5,19,49,39,39,9,39,119,179,159,179,119,139,119,139,99,139,119,159,19,99,179,79,59,119,139,159,199,99,39,139,159,179,59,19,114,179,119,1
0,39,29,3,2,0,99,39,192,39,29,39,39,29,19,21,21,63,42,21,31,59,119,179,139,199,59,139,159,99,179,99,39,19,59,199,199,139,119,99,199,159,79,199,159,119,159,79,199,146,119,139,0
0,29,29,2,3,0,79,99,10,59,19,39,39,19,19,39,19,59,29,29,19,159,159,119,159,139,159,159,139,139,119,139,79,19,159,159,159,199,139,59,19,199,59,119,119,119,179,79,39,152,119,159,1
1,69,59,2,3,0,19,19,19,33,44,44,44,11,22,99,0,19,59,0,19,139,159,179,159,159,59,79,99,79,99,119,159,39,159,159,159,159,159,159,119,159,99,79,119,59,119,119,119,126,119,99,0
1,14,19,2,0,0,159,39,121,19,49,29,39,29,29,69,9,59,39,9,9,159,159,179,179,179,99,159,139,139,159,99,199,199,199,199,139,139,139,59,19,59,99,99,199,159,199,159,99,158,139,159,0
0,19,29,2,2,1,39,39,192,19,39,69,39,0,29,29,39,39,39,29,19,119,159,159,159,159,179,139,139,179,119,99,139,19,199,179,179,179,159,59,119,119,119,159,159,199,199,139,179,141,119,159,1
1,39,64,0,1,0,59,19,142,29,33,41,37,33,24,29,38,42,38,29,21,139,159,179,179,179,119,159,139,139,159,119,159,119,179,179,119,79,39,139,119,179,99,39,179,39,139,179,39,100,139,119,0
0,44,24,0,0,1,179,59,15,29,49,39,19,19,39,115,9,15,19,13,23,159,179,179,159,159,99,139,119,139,119,119,59,59,119,199,179,179,99,99,159,179,119,179,79,179,179,179,59,125,39,79,0
1,49,34,2,2,1,39,39,148,39,39,29,29,29,29,79,29,39,19,9,19,159,179,159,159,159,179,159,159,159,159,139,159,79,59,199,179,159,159,79,79,179,99,139,179,179,179,139,59,110,119,159,1
1,39,24,0,2,0,59,19,142,34,26,34,38,38,26,29,38,42,38,29,21,139,159,179,179,179,159,139,79,179,79,99,159,119,179,179,119,79,39,139,119,179,99,39,179,39,139,179,39,135,139,159,1
1,34,29,0,2,0,39,39,121,39,44,34,44,19,14,41,32,46,32,23,23,139,179,99,199,139,119,159,139,139,119,119,159,199,139,179,179,159,19,19,79,199,199,199,199,179,179,179,99,61,79,139,0
1,34,29,0,4,0,99,19,70,99,39,19,9,19,9,29,59,39,39,19,9,199,199,119,199,199,99,99,99,99,99,19,199,199,119,119,199,199,199,119,119,119,199,199,199,159,199,19,119,118,139,19,0
0,44,39,0,0,1,199,199,63,49,39,19,39,29,19,29,39,39,39,39,9,119,199,139,139,119,99,139,139,0,79,0,39,119,199,199,199,199,159,19,139,199,119,199,159,139,139,159,19,54,19,79,0
0,34,34,2,0,0,199,39,192,39,39,39,39,9,29,39,39,29,29,29,29,139,179,139,159,119,159,159,179,159,179,159,139,79,139,139,119,59,99,119,159,179,179,139,199,119,159,159,79,105,99,179,0
1,49,74,0,2,0,39,19,14,16,41,41,29,33,37,32,41,37,37,27,23,139,159,119,179,159,99,139,139,99,139,59,39,19,159,159,159,159,99,59,19,179,159,139,159,119,159,79,99,154,119,79,0
0,19,39,2,2,1,39,39,192,79,9,39,19,19,29,29,39,39,39,29,19,119,159,159,159,159,179,139,139,199,159,139,139,19,199,179,179,179,159,59,119,119,119,159,159,199,199,139,179,115,119,159,1
1,44,34,2,0,0,59,19,142,29,19,49,49,19,29,79,0,19,99,0,0,199,159,199,199,199,79,179,179,39,179,39,199,139,139,59,59,59,59,59,59,79,99,59,119,199,199,19,139,67,119,59,0
0,44,24,2,0,0,99,159,170,39,49,39,29,19,19,19,19,59,49,19,29,139,159,139,179,99,79,79,119,139,99,79,119,79,119,199,179,159,139,119,139,99,119,199,139,159,139,79,179,106,139,79,1
1,44,59,2,0,0,159,159,23,19,39,39,19,19,59,39,39,39,39,19,19,139,199,119,199,199,39,19,59,99,199,19,199,159,99,159,19,19,159,199,19,159,39,39,79,79,99,19,19,97,99,19,0
0,84,49,0,2,0,19,59,160,99,19,19,19,19,19,29,29,59,29,29,19,159,199,139,159,179,179,159,159,139,139,179,99,39,99,199,199,199,139,39,59,199,59,199,199,199,199,99,99,115,159,139,1
0,39,54,0,1,0,59,59,23,31,35,35,35,27,31,35,35,39,35,31,19,159,139,159,179,139,159,119,139,159,179,139,159,139,159,179,179,179,99,39,159,199,159,179,159,119,119,139,199,124,99,159,1
1,54,34,0,0,1,19,19,23,39,19,39,39,19,39,29,39,39,39,9,39,99,199,139,199,159,99,99,159,99,99,99,59,59,59,179,99,19,19,19,159,159,159,159,159,159,159,159,59,130,99,99,0
0,44,19,2,0,0,59,39,130,79,15,19,23,19,39,49,29,39,39,39,0,159,179,159,179,199,99,179,159,119,119,119,39,39,39,199,159,159,139,159,179,159,19,179,159,159,179,79,39,130,99,99,0
0,29,79,0,2,0,119,99,148,59,19,59,19,9,29,29,49,39,39,19,19,119,179,119,159,119,139,119,119,119,99,139,99,59,119,139,119,99,119,99,99,99,159,119,159,159,159,179,59,120,119,139,0
1,54,39,2,3,0,59,39,142,29,29,29,39,39,29,49,29,39,39,19,19,119,139,139,179,139,139,159,119,139,139,119,179,99,199,99,79,79,39,19,159,139,59,59,159,99,159,99,39,144,119,139,0
0,49,24,2,2,1,159,19,80,49,27,49,49,5,15,49,49,49,19,19,9,139,139,139,139,199,159,159,159,119,159,79,119,99,199,199,179,179,119,159,59,159,199,159,199,179,179,179,19,84,119,119,1
1,59,19,2,0,0,19,19,143,39,39,19,29,9,59,49,39,39,39,0,29,139,179,159,159,159,59,159,159,99,119,79,179,119,179,139,159,159,39,39,159,179,79,179,159,179,179,119,99,109,119,119,0
0,39,29,2,4,0,59,19,192,59,59,59,9,3,5,19,59,39,29,29,19,139,179,179,159,159,139,139,159,159,159,139,139,139,159,159,159,159,199,139,99,159,119,139,159,159,159,119,119,124,119,159,1
0,49,44,3,0,0,19,19,177,39,39,29,29,23,35,0,49,49,49,49,0,179,179,179,179,199,19,139,179,39,179,39,79,59,59,159,139,119,139,79,179,179,39,179,179,179,179,179,39,84,199,39,1
1,29,49,3,2,0,19,19,105,69,0,69,19,19,19,39,19,39,39,19,39,159,139,199,159,179,119,139,159,159,139,139,139,139,179,159,179,159,59,99,19,119,39,79,159,119,199,39,19,108,119,159,0
0,59,39,2,2,1,79,159,68,39,69,39,19,19,9,59,39,59,19,0,19,119,159,119,159,159,159,139,179,99,119,79,79,119,199,139,159,119,119,159,119,199,199,159,159,119,119,139,179,50,79,119,0
1,24,44,4,2,0,139,19,121,59,29,29,59,0,19,109,3,1,79,1,1,139,199,199,199,159,179,179,139,159,139,119,159,39,119,159,139,99,99,59,19,179,139,119,179,39,119,79,19,87,99,159,1
1,44,44,0,0,1,139,19,23,19,39,39,19,39,39,39,39,39,39,19,19,99,159,99,159,99,99,99,119,59,99,99,179,179,139,179,199,179,179,19,99,179,99,159,179,159,99,59,99,106,179,79,0
0,24,44,2,3,0,39,119,192,59,49,19,39,0,29,29,29,35,35,27,39,139,179,179,179,159,139,159,199,159,199,139,119,139,139,159,179,179,159,99,119,179,139,199,199,199,199,99,119,134,99,139,0
0,44,24,2,2,1,59,59,150,39,39,39,39,39,0,19,39,39,39,19,39,159,179,179,179,139,139,179,139,139,99,99,99,159,99,179,179,179,139,19,79,179,79,179,179,159,159,79,179,156,99,99,0
1,19,9,2,3,0,19,19,146,19,19,69,69,15,3,49,49,49,29,9,9,159,159,179,179,159,159,99,139,159,99,119,199,159,159,159,99,59,99,99,119,19,139,19,99,159,139,99,199,63,19,139,1
0,44,69,2,2,1,59,39,130,59,19,59,39,19,0,49,29,39,39,39,0,159,179,159,179,199,119,199,179,119,139,99,39,39,39,199,159,159,139,159,179,159,19,179,159,159,179,79,39,64,99,99,0
1,34,54,0,4,0,199,139,23,39,39,39,19,19,39,59,19,29,39,29,19,119,199,159,179,199,99,179,159,119,99,99,79,19,79,199,99,119,139,139,59,59,179,139,179,99,119,179,99,135,99,99,0
0,39,24,0,0,1,19,19,142,49,39,39,39,9,19,39,19,49,49,19,19,159,139,159,159,139,119,139,139,139,139,119,119,39,139,199,79,99,39,79,179,179,119,99,159,79,99,139,59,159,99,119,0
1,54,19,0,2,0,19,19,84,19,59,39,19,29,29,99,39,19,19,9,9,179,179,199,179,59,99,119,119,139,99,119,199,159,179,199,139,119,159,179,19,139,79,119,159,199,199,179,159,99,159,139,0
1,59,74,0,2,0,119,119,28,49,39,19,39,39,9,99,19,19,19,9,29,119,139,119,139,139,159,139,119,119,119,119,199,199,159,139,159,159,99,99,119,99,119,179,199,179,159,79,79,110,139,139,1
0,24,24,2,2,1,179,99,125,51,35,30,41,20,20,34,26,34,38,38,26,159,159,199,159,179,199,179,179,199,199,199,199,159,159,139,99,99,39,59,79,59,139,139,119,99,139,179,119,146,119,199,1
0,39,49,0,3,0,39,39,167,45,35,41,35,19,19,39,59,19,29,19,29,139,119,99,139,139,79,139,119,99,119,99,79,159,99,179,139,119,79,139,159,59,179,99,179,79,179,199,39,108,79,99,0
1,44,74,2,3,0,59,39,142,79,29,49,9,29,0,59,39,29,29,15,23,159,179,179,159,179,59,119,119,99,99,59,179,159,99,159,79,79,39,39,139,99,119,99,119,59,119,139,59,138,99,79,0
1,24,24,2,2,1,99,99,19,39,39,39,39,39,0,39,29,39,39,19,29,139,179,159,179,159,139,179,159,159,139,119,199,79,19,79,139,159,199,39,159,139,39,119,159,199,199,99,39,105,139,159,1
